	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
473	Slackia_exigua_ATCC_700122	Slackia_exigua_ATCC_700122_649764_3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	Obligate_anaerobe	Asaccharolytic_nonfermentative	Positive		542	1037	886	chenry	04_15_16			649764.0	Kbase	kb|g_2778
474	Clostridium_innocuum_2959	Clostridium_innocuum_2959_999413_4	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Pathogen	1135	1267	967	Laura_Kutt	04_18_16		2534682210.0	999413.0	Kbase	kb|g_32468
475	Streptococcus_parauberis_KCTC_11537	Streptococcus_parauberis_KCTC_11537_936154_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		664	1186	900	Laura_Kutt	04_18_16		650716090.0	936154.0	ModelSEED	kb|g_3766
476	Flavonifractor_plautii_ATCC_29863		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		743	1208	976	Laura_Kutt	04_18_16		2513237287.0	411475.0	Kbase	kb|g_26645
477	Staphylococcus_pettenkoferi_VCU012	Staphylococcus_pettenkoferi_VCU012_904314_5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		822	1344	1042	Laura_Kutt	04_18_16		2529292787.0	904314.0	Kbase	kb|g_28242
478	Kurthia_massiliensis_JC30		Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Aerobe	Saccharolytic_respiratory	Positive		789	1442	1092	Laura_Kutt	04_18_16		2547132137.0	1033739.0	ModelSEED	kb|g_23348
479	Pseudomonas_nitroreducens_HBP1		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Respiratory	Negative		1481	1623	1225	Laura_Kutt	04_19_16		2579779010.0	1437882.0	Kbase	kb|g_214879
480	Clostridium_hathewayi_DSM_13479		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		1079	1312	1000	Laura_Kutt	04_18_16			566550.0	Kbase	kb|g_26553
481	Brevibacillus_brevis_NBRC_100599	Brevibacillus_brevis_NBRC_100599_358681_3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1211	1593	1163	Laura_Kutt	04_18_16		643692011.0	358681.0	ModelSEED	kb|g_1051
482	Enterococcus_casseliflavus_ATCC_12755	Enterococcus_casseliflavus_ATCC_12755_888066_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	1003	1296	992	Laura_Kutt	04_18_16			888066.0	Kbase	kb|g_3600
483	Staphylococcus_xylosus_NJ	Staphylococcus_xylosus_NJ_1262650_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		977	1508	1114	Laura_Kutt	05_29_16		2551306492.0	1262650.0	ModelSEED	kb|g_31520
484	Ruminococcus_gauvreauii_DSM_19829		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		955	1276	1035	Laura_Kutt	04_18_16			1123075.0	Kbase	kb|g_207264
485	Paraprevotella_clara_YIT_11840	Paraprevotella_clara_YIT_11840_762968_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		703	1103	915	Laura_Kutt	04_17_16			762968.0	Kbase	kb|g_27713
486	Microbacterium_gubbeenense_DSM_15944		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Facultative_anaerobe	Saccharolytic	Positive		707	1275	1018	chenry	04_15_16			1122237.0	ModelSEED	kb|g_207197
487	Prevotella_bivia_DSM_20514	Prevotella_bivia_DSM_20514_868129_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	514	960	792	Laura_Kutt	04_17_16			868129.0	Kbase	kb|g_27853
488	Exiguobacterium_aurantiacum_DSM_6208		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	Facultative_anaerobe	Saccharolytic_non_fermentative	Positive		767	1352	1045	Laura_Kutt	04_17_16		2562617001.0	1397694.0	Kbase	kb|g_241173
489	Rhodococcus_rhodochrous_ATCC_21198		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Aerobe	Saccharolytic	Positive		1275	1546	1171	chenry	04_15_16			1429046.0	Kbase	kb|g_214743
490	Alistipes_onderdonkii_DSM_19147	Alistipes_onderdonkii_DSM_19147_1120974_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate_anaerobe	Saccharolytic_fermentative	Negative		662	1095	898	Laura_Kutt	04_17_16			1203611.0	ModelSEED	kb|g_29550
491	Trabulsiella_guamensis_ATCC_49490		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Trabulsiella	Facultative_anaerobe	Fermentative_respiratory	Negative		1130	1709	1177	Laura_Kutt	04_18_16		2588253800.0	1005994.0	ModelSEED	kb|g_244739
492	Kytococcus_sedentarius_DSM_20547	Kytococcus_sedentarius_DSM_20547_478801_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Kytococcus	Obligate_aerobe	Respiratory	Positive	Commensal	651	1198	945	chenry	04_15_16		644736380.0	478801.0	Kbase	kb|g_1725
493	Acinetobacter_pittii_ANC_4052	Acinetobacter_pittii_ANC_4052_1217689_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Asaccharolytic	Negative		1021	1563	1147	Laura_Kutt	04_18_16		2531839647.0	1217689.0	Kbase	kb|g_31207
494	Clostridium_botulinum_A_str_Hall	Clostridium_botulinum_A_str_Hall_441771_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic_fermentative	Positive		833	1378	1027	Laura_Kutt	05_30_16		640753018.0	441771.0	ModelSEED	kb|g_1489
495	Delftia_acidovorans_SPH_1	Delftia_acidovorans_SPH_1_398578_3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Facultative_anaerobe	Fermentative	Negative		1314	1665	1213	Laura_Kutt	04_18_16		641228489.0	398578.0	ModelSEED	kb|g_1274
496	Finegoldia_magna_ATCC_29328	Finegoldia_magna_ATCC_29328_334413_6	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Obligate_anaerobe	Asaccharolytic_peptone_and_amino_acid_converted_to_acetate	Positive		453	891	727	Laura_Kutt	04_18_16		641522627.0	334413.0	Kbase	kb|g_927
497	Yersinia_bercovieri_ATCC_43970	Yersinia_bercovieri_ATCC_43970_349968_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Facultative_anaerobe	Fermentative_respiratory	Negative		1121	1601	1162	Laura_Kutt	04_18_16		638341238.0	349968.0	Kbase	kb|g_1013
498	Clostridium_indolis_DSM_755		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive		1476	1420	1090	Laura_Kutt	04_18_16		2524614838.0	1304881.0	ModelSEED	kb|g_209340
499	Bacteroides_faecis_MAJ27	Bacteroides_faecis_MAJ27_1077285_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	936	1225	981	chenry	04_15_16		2548876788.0	1077285.0	Kbase	kb|g_23927
500	Prevotella_bryantii_C21a		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	711	1098	895	Laura_Kutt	05_30_16		648276714.0	752555.0	Kbase	kb|g_208709
501	Staphylococcus_vitulinus_F1028		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		831	1397	1071	Laura_Kutt	04_18_16		2548876999.0	1167632.0	ModelSEED	kb|g_25042
502	Lactobacillus_vaginalis_ATCC_49540	Lactobacillus_vaginalis_ATCC_49540_525366_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		543	1083	886	Laura_Kutt	04_18_16			1423814.0	Kbase	kb|g_2018
503	Atopobium_rimae_ATCC_49626	Atopobium_rimae_ATCC_49626_553184_4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	479	1041	854	chenry	04_15_16		643886019.0	553184.0	Kbase	kb|g_2245
504	Actinobacillus_pleuropneumoniae_L20	Actinobacillus_pleuropneumoniae_L20_416269_5	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Facultative_anaerobe	Saccharolytic_fermentative	Negative		754	1370	1023	Laura_Kutt	06_02_16		640069302.0	416269.0	Kbase	kb|g_1403
505	Weissella_confusa_LBAE_C39_2	Weissella_confusa_LBAE_C39_2_1127131_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative_anaerobe	Fermentative_respiratory	Negative		605	1069	847	Laura_Kutt	04_18_16		2519103086.0	1127131.0	ModelSEED	kb|g_24438
506	Ureibacillus_thermosphaericus_str_Thermo_BF	Ureibacillus_thermosphaericus_str_Thermo_BF_1160707_3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Aerobe	Uses_esculine_urea_and_malate_as_carbon_source	Negative		865	1298	1037	Laura_Kutt	04_18_16		2548876990.0	1160707.0	ModelSEED	kb|g_24961
507	Prevotella_conceptionensis_9403948		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	525	990	825	chenry	04_15_16		2551306135.0	1197728.0	Kbase	kb|g_25401
508	Porphyromonas_asaccharolytica_DSM_20707	Porphyromonas_asaccharolytica_DSM_20707_879243_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate_anaerobe	Asaccharolytic	Negative	Putative_Pathogen	478	939	802	chenry	04_15_16		2504756018.0	879243.0	ModelSEED	kb|g_3543
509	Yersinia_enterocolitica_subsp_enterocolitica_8081	Yersinia_enterocolitica_subsp_enterocolitica_8081_393305_7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Facultative_anaerobe	Fermentative_respiratory	Negative		1156	1654	1186	Laura_Kutt	04_18_16		640069335.0	393305.0	Kbase	kb|g_26596
510	Actinomyces_urogenitalis_DSM_15434	Actinomyces_urogenitalis_DSM_15434_525246_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	686	1238	946	chenry	04_15_16			525246.0	Kbase	kb|g_1979
511	Lactococcus_garvieae_ATCC_49156	Lactococcus_garvieae_ATCC_49156_420889_6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	615	1186	891	Laura_Kutt	04_18_16		2511231101.0	420889.0	Kbase	kb|g_26658
512	Bacillus_sonorensis_L12	Bacillus_sonorensis_L12_1274524_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative_anaerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1228	1667	1175	Laura_Kutt	04_17_16		2545824693.0	1274524.0	Kbase	kb|g_31657
513	Roseomonas_mucosa_ATCC_BAA_692		Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Facultative_anaerobe	Saccharolytic_non_fermentative	Negative		1213	1557	1191	Laura_Kutt	04_18_16			1448136.0	ModelSEED	kb|g_242544
514	Propionibacterium_avidum_44067	Propionibacterium_avidum_44067_1170318_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	782	1248	988	chenry	04_15_16		2541047023.0	1170318.0	Kbase	kb|g_30858
515	Mycobacterium_avium_subsp_avium_ATCC_25291	Mycobacterium_avium_subsp_avium_ATCC_25291_553481_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Microaerophile		Positive	Pathogen	1031	1418	1100	chenry	04_15_16		645058725.0	553481.0	Kbase	kb|g_2261
516	Cetobacterium_somerae_ATCC_BAA_47401		Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Negative		846	1323	1030	Laura_Kutt	04_18_16		2558860278.0	1319815.0	ModelSEED	kb|g_209858
517	Neisseria_flavescens_SK114	Neisseria_flavescens_SK114_596320_3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Aerobe	Saccharolytic_non_fermentative	Negative		696	1223	949	Laura_Kutt	04_18_16		645058784.0	596320.0	Kbase	kb|g_2606
518	Streptococcus_pseudopneumoniae_IS7493	Streptococcus_pseudopneumoniae_IS7493_1054460_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	598	1116	855	Laura_Kutt	04_18_16			1054460.0	Kbase	kb|g_23632
519	Gemella_sanguinis_M325	Gemella_sanguinis_M325_562983_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella	Facultative_anaerobe	Saccharolytic_fermentative	Positive		501	945	758	Laura_Kutt	05_29_16			562983.0	Kbase	kb|g_2335
520	Brachybacterium_paraconglomeratum_LC44	Brachybacterium_paraconglomeratum_LC44_1064537_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	Aerobe_microaerophile	Saccharolytic	Positive	Commensal	910	1394	1062	chenry	04_15_16		2548876523.0	1064537.0	ModelSEED	kb|g_23654
521	Anaerobiospirillum_succiniciproducens_DSM_640001		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Vibrionaceae	Anaerobiospirillum	Anaerobe	Asaccharolytic	Negative		563	1127	920	Laura_Kutt	04_19_16			1120988.0	Kbase	kb|g_207031
522	Dialister_succinatiphilus_YIT_11850	Dialister_succinatiphilus_YIT_11850_742743_3	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Obligate_anaerobe	Fermentative	Negative		630	1114	890	Laura_Kutt	04_18_16		2513237349.0	742743.0	ModelSEED	kb|g_27482
523	Prevotella_timonensis_CRIS_5C_B1	Prevotella_timonensis_CRIS_5C_B1_679189_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	491	958	803	Laura_Kutt	05_30_16		647000295.0	679189.0	Kbase	kb|g_2933
524	Neisseria_subflava_NJ9703	Neisseria_subflava_NJ9703_546268_4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Aerobe	Oxidative_non_fermentative	Negative	Opportunistic_pathogen	702	1226	948	Laura_Kutt	04_18_16		2562617167.0	546268.0	ModelSEED	kb|g_2187
525	Eubacterium_eligens_ATCC_27750	Eubacterium_eligens_ATCC_27750_515620_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	657	1166	954	Laura_Kutt	04_18_16		644736366.0	515620.0	Kbase	kb|g_1895
526	Actinomyces_cardiffensis_F0333	Actinomyces_cardiffensis_F0333_888050_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	582	1066	851	chenry	04_15_16		2534682138.0	888050.0	Kbase	kb|g_32379
527	Acinetobacter_johnsonii_SH046	Acinetobacter_johnsonii_SH046_575586_4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Asaccharolytic	Negative		863	1430	1068	Laura_Kutt	04_18_16		646206268.0	575586.0	ModelSEED	kb|g_2448
528	Parasutterella_excrementihominis_YIT_11859	Parasutterella_excrementihominis_YIT_11859_762966_3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Suterellaceae	Parasutterella	Facultative_anaerobe	Fermentative_respiratory	Negative		625	1073	913	Laura_Kutt	04_19_16		651324084.0	762966.0	ModelSEED	kb|g_3277
529	Clostridium_symbiosum_ATCC_14940		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	1000	1305	1041	Laura_Kutt	04_19_16		2597490298.0	411472.0	ModelSEED	kb|g_215864
530	Serratia_fonticola_RB_25		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Facultative_anaerobe	Fermentative_respiratory	Negative		1196	1744	1218	Laura_Kutt	04_18_16		2558860259.0	1441930.0	Kbase	kb|g_214943
531	Slackia_piriformis_YIT_12062	Slackia_piriformis_YIT_12062_742818_3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	Obligate_anaerobe	Asaccharolytic_nonfermentative	Positive		557	997	843	chenry	04_15_16		2529292933.0	742818.0	ModelSEED	kb|g_27488
532	Dysgonomonas_gadei_ATCC_BAA_286	Dysgonomonas_gadei_ATCC_BAA_286_742766_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Facultative_anaerobe	Saccharolytic_fermentative	Negative		778	1278	1014	chenry	04_15_16		651324026.0	742766.0	ModelSEED	kb|g_3127
533	Actinomyces_graevenitzii_C83	Actinomyces_graevenitzii_C83_435830_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	529	1036	875	chenry	04_15_16		2513237375.0	435830.0	Kbase	kb|g_26676
534	Trueperella_pyogenes_MS249		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	581	1201	917	chenry	04_15_16		2568526326.0	1448141.0	ModelSEED	kb|g_215043
535	Vibrio_fluvialis_560		Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Aerobe	Respiratory	Negative		1077	1588	1164	Laura_Kutt	06_09_16		2602041524.0	1315312.0	Kbase	kb|g_244760
536	Lysinibacillus_fusiformis_ZB2	Lysinibacillus_fusiformis_ZB2_1231627_3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus					1073	1488	1132	Laura_Kutt	05_30_16		2519899756.0	1231627.0	Kbase	kb|g_25748
537	Staphylococcus_capitis_QN1	Staphylococcus_capitis_QN1_1189311_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Opportunistic_pathogen	848	1394	1036	Laura_Kutt	05_29_16		2548877067.0	1189311.0	ModelSEED	kb|g_25284
538	Campylobacter_showae_CSUNSWCD	Campylobacter_showae_CSUNSWCD_1244083_3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Aerobe	Respiratory	Negative		556	1005	836	Laura_Kutt	04_18_16		2534681746.0	1244083.0	Kbase	kb|g_25852
539	Actinomyces_turicensis_ACS_279_V_Col4	Actinomyces_turicensis_ACS_279_V_Col4_883077_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	592	1128	887	chenry	04_15_16		2534682016.0	883077.0	ModelSEED	kb|g_28017
540	Prevotella_oralis_ATCC_33269	Prevotella_oralis_ATCC_33269_873533_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	588	1076	871	Laura_Kutt	04_17_16			873533.0	Kbase	kb|g_3533
541	Brochothrix_thermosphacta_DSM_20171		Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochotrix	Facultative_anaerobe	Saccharolytic_fermentative	Positive		750	1362	1000	Laura_Kutt	04_18_16			1121126.0	Kbase	kb|g_240107
542	Filifactor_alocis_ATCC_35896	Filifactor_alocis_ATCC_35896_546269_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Obligate_anaerobe		Negative		440	1016	814	Laura_Kutt	04_18_16		2511231077.0	546269.0	Kbase	kb|g_26890
543	Pseudomonas_monteilii_NBRC_103158		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Respiratory	Negative		1269	1644	1231	Laura_Kutt	04_19_16			1215110.0	ModelSEED	kb|g_242449
544	Peptoniphilus_harei_ACS_146_V_Sch2b	Peptoniphilus_harei_ACS_146_V_Sch2b_908338_3	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Obligate_anaerobe	Asaccharolytic_peptone_and_oligopeptides_as_main_energy_source	Positive		514	1109	878	Laura_Kutt	04_18_16		649989982.0	908338.0	ModelSEED	kb|g_3675
545	Streptococcus_thoraltensis_DSM_12221	Streptococcus_thoraltensis_DSM_12221_1123318_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Obligate_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		684	1210	904	Laura_Kutt	04_18_16			1123318.0	Kbase	kb|g_29709
546	Staphylococcus_sciuri_subsp_sciuri_Z8		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		887	1446	1098	Laura_Kutt	04_18_16		2582580768.0	1232666.0	ModelSEED	kb|g_244081
547	Arthrobacter_castelli_DSM_16402		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arthrobacter	Aerobe	Asaccharolytic_nonfermentative	Positive	Uncharacterized	1019	1428	1111	chenry	04_15_16			1121019.0	Kbase	kb|g_207043
548	Citrobacter_freundii_ATCC_8090	Citrobacter_freundii_ATCC_8090	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Facultative_anaerobe	Fermentative_respiratory	Negative		1414	1824	1245	Laura_Kutt	05_30_16		2519899575.0	1006003.0	ModelSEED	kb|g_23271
549	Corynebacterium_ammoniagenes_DSM_20306	Corynebacterium_ammoniagenes_DSM_20306_649754_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic	Positive	Commensal	755	1278	1026	chenry	04_15_16			649754.0	ModelSEED	kb|g_2775
550	Alloprevotella_tannerae_ATCC_51259		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		810	904	772	Laura_Kutt	04_17_16			626522.0	Kbase	kb|g_2651
