organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
Porphyromonas asaccharolytica DSM 20707	Porphyromonas asaccharolytica DSM 20707 (879243.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate anaerobe	Asaccharolytic	Negative	Putative Pathogen	478	939	802	chenry	04/15/16		2504756018	879243	ModelSEED	kb|g.3543
Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica subsp. enterocolitica 8081 (393305.7)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Facultative anaerobe	Fermentative, respiratory	Negative		1156	1654	1186	Laura Kutt	04/18/16		640069335	393305	Kbase	kb|g.26596
Actinomyces urogenitalis DSM 15434	Actinomyces urogenitalis DSM 15434 (525246.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	686	1238	946	chenry	04/15/16		NA	525246	Kbase	kb|g.1979
Lactococcus garvieae ATCC 49156	Lactococcus garvieae ATCC 49156 (420889.6)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Pathogen	615	1186	891	Laura Kutt	04/18/16		2511231101	420889	Kbase	kb|g.26658
Bacillus sonorensis L12	Bacillus sonorensis L12 (1274524.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1228	1667	1175	Laura Kutt	04/17/16		2545824693	1274524	Kbase	kb|g.31657
Roseomonas mucosa ATCC BAA-692		Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Facultative anaerobe	Saccharolytic, non-fermentative	Negative		1213	1557	1191	Laura Kutt	04/18/16		NA	1448136	ModelSEED	kb|g.242544
Propionibacterium avidum 44067	Propionibacterium avidum 44067 (1170318.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	782	1248	988	chenry	04/15/16		2541047023	1170318	Kbase	kb|g.30858
Mycobacterium avium subsp. avium ATCC 25291	Mycobacterium avium subsp. avium ATCC 25291 (553481.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Microaerophile		Positive	Pathogen	1031	1418	1100	chenry	04/15/16		645058725	553481	Kbase	kb|g.2261
Cetobacterium somerae ATCC BAA-47401		Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Obligate anaerobe	Saccharolytic, fermentative	Negative		846	1323	1030	Laura Kutt	04/18/16		2558860278	1319815	ModelSEED	kb|g.209858
Neisseria flavescens SK114	Neisseria flavescens SK114 (596320.3)	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Aerobe	Saccharolytic, non-fermentative	Negative		696	1223	949	Laura Kutt	04/18/16		645058784	596320	Kbase	kb|g.2606
Streptococcus pseudopneumoniae IS7493	Streptococcus pseudopneumoniae IS7493 (1054460.4)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Pathogen	598	1116	855	Laura Kutt	04/18/16		NA	1054460	Kbase	kb|g.23632
Gemella sanguinis M325	Gemella sanguinis M325 (562983.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XI	Gemella	Facultative anaerobe	Saccharolytic, fermentative	Positive		501	945	758	Laura Kutt	05/29/16		NA	562983	Kbase	kb|g.2335
Brachybacterium paraconglomeratum LC44	Brachybacterium paraconglomeratum LC44 (1064537.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	Aerobe, microaerophile	Saccharolytic	Positive	Commensal	910	1394	1062	chenry	04/15/16		2548876523	1064537	ModelSEED	kb|g.23654
Anaerobiospirillum succiniciproducens DSM 640001		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Vibrionaceae	Anaerobiospirillum	Anaerobe	Asaccharolytic	Negative		563	1127	920	Laura Kutt	04/19/16		NA	1120988	Kbase	kb|g.207031
Dialister succinatiphilus YIT 11850	Dialister succinatiphilus YIT 11850 (742743.3)	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Obligate anaerobe	Fermentative	Negative		630	1114	890	Laura Kutt	04/18/16		2513237349	742743	ModelSEED	kb|g.27482
Prevotella timonensis CRIS 5C-B1	Prevotella timonensis CRIS 5C-B1 (679189.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	491	958	803	Laura Kutt	05/30/16		647000295	679189	Kbase	kb|g.2933
Neisseria subflava NJ9703	Neisseria subflava NJ9703 (546268.4)	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Aerobe	Oxidative, non-fermentative	Negative	Opportunistic pathogen	702	1226	948	Laura Kutt	04/18/16		2562617167	546268	ModelSEED	kb|g.2187
Eubacterium eligens ATCC 27750	Eubacterium eligens ATCC 27750 (515620.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	657	1166	954	Laura Kutt	04/18/16		644736366	515620	Kbase	kb|g.1895
Actinomyces cardiffensis F0333	Actinomyces cardiffensis F0333 (888050.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	582	1066	851	chenry	04/15/16		2534682138	888050	Kbase	kb|g.32379
Acinetobacter johnsonii SH046	Acinetobacter johnsonii SH046 (575586.4)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Asaccharolytic	Negative		863	1430	1068	Laura Kutt	04/18/16		646206268	575586	ModelSEED	kb|g.2448
Parasutterella excrementihominis YIT 11859	Parasutterella excrementihominis YIT 11859 (762966.3)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Suterellaceae	Parasutterella	Facultative anaerobe	Fermentative, respiratory	Negative		625	1073	913	Laura Kutt	04/19/16		651324084	762966	ModelSEED	kb|g.3277
Clostridium symbiosum ATCC 14940		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	1000	1305	1041	Laura Kutt	04/19/16		2597490298	411472	ModelSEED	kb|g.215864
Serratia fonticola RB-25		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Facultative anaerobe	Fermentative, respiratory	Negative		1196	1744	1218	Laura Kutt	04/18/16		2558860259	1441930	Kbase	kb|g.214943
Slackia piriformis YIT 12062	Slackia piriformis YIT 12062 (742818.3)	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	Obligate anaerobe	Asaccharolytic, nonfermentative	Positive		557	997	843	chenry	04/15/16		2529292933	742818	ModelSEED	kb|g.27488
Dysgonomonas gadei ATCC BAA-286	Dysgonomonas gadei ATCC BAA-286 (742766.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Facultative anaerobe	Saccharolytic, fermentative	Negative		778	1278	1014	chenry	04/15/16		651324026	742766	ModelSEED	kb|g.3127
Actinomyces graevenitzii  C83	Actinomyces graevenitzii C83 (435830.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	529	1036	875	chenry	04/15/16		2513237375	435830	Kbase	kb|g.26676
Trueperella pyogenes MS249		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	581	1201	917	chenry	04/15/16		2568526326	1448141	ModelSEED	kb|g.215043
Vibrio fluvialis 560		Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Aerobe	Respiratory	Negative		1077	1588	1164	Laura Kutt	06/09/16		2602041524	1315312	Kbase	kb|g.244760
Lysinibacillus fusiformis ZB2	Lysinibacillus fusiformis ZB2 (1231627.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus					1073	1488	1132	Laura Kutt	05/30/16		2519899756	1231627	Kbase	kb|g.25748
Staphylococcus capitis QN1	Staphylococcus capitis QN1 (1189311.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Opportunistic pathogen	848	1394	1036	Laura Kutt	05/29/16		2548877067	1189311	ModelSEED	kb|g.25284
Campylobacter showae CSUNSWCD	Campylobacter showae CSUNSWCD (1244083.3)	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Aerobe	Respiratory	Negative		556	1005	836	Laura Kutt	04/18/16		2534681746	1244083	Kbase	kb|g.25852
Actinomyces turicensis ACS-279-V-Col4	Actinomyces turicensis ACS-279-V-Col4 (883077.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	592	1128	887	chenry	04/15/16		2534682016	883077	ModelSEED	kb|g.28017
Prevotella oralis ATCC 33269	Prevotella oralis ATCC 33269 (873533.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	588	1076	871	Laura Kutt	04/17/16		NA	873533	Kbase	kb|g.3533
Brochothrix thermosphacta DSM 20171 = FSL F6-1036		Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochotrix	Facultative anaerobe	Saccharolytic, fermentative	Positive		750	1362	1000	Laura Kutt	04/18/16		NA	1121126	Kbase	kb|g.240107
Filifactor alocis ATCC 35896	Filifactor alocis ATCC 35896 (546269.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Obligate anaerobe		Negative		440	1016	814	Laura Kutt	04/18/16		2511231077	546269	Kbase	kb|g.26890
Pseudomonas monteilii NBRC 103158 = DSM 14164		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Respiratory	Negative		1269	1644	1231	Laura Kutt	04/19/16		NA	1215110	ModelSEED	kb|g.242449
Peptoniphilus harei ACS-146-V-Sch2b	Peptoniphilus harei ACS-146-V-Sch2b (908338.3)	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Obligate anaerobe	Asaccharolytic, peptone and oligopeptides as main energy source	Positive		514	1109	878	Laura Kutt	04/18/16		649989982	908338	ModelSEED	kb|g.3675
Streptococcus thoraltensis DSM 12221	Streptococcus thoraltensis DSM 12221 (1123318.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Obligate anaerobe	Saccharolytic, respiratory or fermentative	Positive		684	1210	904	Laura Kutt	04/18/16		NA	1123318	Kbase	kb|g.29709
Staphylococcus sciuri subsp. sciuri Z8		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive		887	1446	1098	Laura Kutt	04/18/16		2582580768	1232666	ModelSEED	kb|g.244081
Arthrobacter castelli DSM 16402		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arthrobacter	Aerobe	Asaccharolytic, nonfermentative	Positive	Uncharacterized	1019	1428	1111	chenry	04/15/16		NA	1121019	Kbase	kb|g.207043
Citrobacter freundii ATCC 8090 = MTCC 1658	Citrobacter freundii ATCC 8090 = MTCC 1658 (1006003.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Facultative anaerobe	Fermentative, respiratory	Negative		1414	1824	1245	Laura Kutt	05/30/16		2519899575	1006003	ModelSEED	kb|g.23271
Corynebacterium ammoniagenes DSM 20306	Corynebacterium ammoniagenes DSM 20306 (649754.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative anaerobe	Saccharolytic	Positive	Commensal	755	1278	1026	chenry	04/15/16		NA	649754	ModelSEED	kb|g.2775
Alloprevotella tannerae ATCC 51259		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Obligate anaerobe	Saccharolytic, fermentative	Negative		810	904	772	Laura Kutt	04/17/16		NA	626522	Kbase	kb|g.2651
Lactobacillus coryniformis subsp. coryniformis CECT 5711		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		788	1249	976	Laura Kutt	04/18/16		2534681632	1185325	ModelSEED	kb|g.25201
Cryptobacterium curtum DSM 15641	Cryptobacterium curtum DSM 15641 (469378.4)	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Ctyptobacterium	Obligate anaerobe	Asaccharolytic, nonfermentative	Positive	Commensal	432	914	776	chenry	04/15/16		644736346	469378	ModelSEED	kb|g.1643
Pseudomonas alcaliphila 34	Pseudomonas alcaliphila 34 (1248438.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Respiratory	Negative		1223	1647	1180	Laura Kutt	04/19/16		2551306666	1248438	Kbase	kb|g.25866
Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Non-fermentative, asaccharolytic	Negative		578	1033	907	Laura Kutt	04/18/16		NA	1031746	ModelSEED	kb|g.240203
Gordonia terrae C-6	Gordonia terrae C-6 (1316928.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	Obligate aerobe	Saccharolytic	Positive	Pathogen	1138	1541	1144	Laura Kutt	05/29/16		2545824722	1316928	ModelSEED	kb|g.31992
Oribacterium sinus F0268	Oribacterium sinus F0268 (585501.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive		596	1159	897	Laura Kutt	04/18/16		NA	585501	ModelSEED	kb|g.2530
Pseudomonas oleovorans MOIL14HWK12		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Respiratory	Negative		1152	1629	1223	Laura Kutt	04/19/16		NA	1033992	Kbase	kb|g.206609
Clostridium paraputrificum AGR2156		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic, fermentative	Positive		814	1294	990	Laura Kutt	04/18/16		NA	1280689	ModelSEED	kb|g.208693
Bacillus fordii DSM 16014	Bacillus fordii DSM 16014 (1121090.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1163	1500	1122	Laura Kutt	04/17/16		NA	1121090	Kbase	kb|g.29556
Bacteroides timonensis AP1		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	852	1213	986	chenry	04/15/16		2600255085	1203465	Kbase	kb|g.207957
Clostridium saccharoperbutylacetonicum N1-4(HMT)	Clostridium saccharoperbutylacetonicum N1-4(HMT) (931276.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic, fermentative	Positive		1321	1497	1108	Laura Kutt	04/18/16		2608642274	931276	Kbase	kb|g.32397
Mitsuokella jalaludinii DSM 13811		Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Obligate anaerobe	Saccharolytic, fermentative	Negative		677	1206	904	Laura Kutt	04/18/16		2561511231	1410665	Kbase	kb|g.241944
Paenibacillus graminis C4D1M		Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Facultative anaerobe	Saccharolytic, fermentative	Positive		1534	1753	1243	Laura Kutt	04/18/16		641736151	396598	Kbase	kb|g.1267
Paenibacillus barengoltzii G22	Paenibacillus barengoltzii G22 (1235795.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus					1064	1491	1133	Laura Kutt	04/18/16		2563367168	1235795	Kbase	kb|g.31355
Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3)	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Aerobe	Oxidative, non-fermentative	Negative		718	1164	913	Laura Kutt	04/18/16		647000283	546263	ModelSEED	kb|g.2182
Peptostreptococcus stomatis DSM 17678	Peptostreptococcus stomatis DSM 17678 (596315.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive		508	1105	871	Laura Kutt	04/18/16		648276712	596315	ModelSEED	kb|g.2602
Staphylococcus intermedius ATCC 27335		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive		503	1049	828	Laura Kutt	04/18/16		2541047048	1338	Kbase	kb|g.31991
Bifidobacterium mongoliense DSM 21395		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	552	1157	930	chenry	04/15/16		2597489915	1437603	ModelSEED	kb|g.239961
Serratia liquefaciens ATCC 27592		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Facultative anaerobe	Fermentative, respiratory	Negative		1320	1789	1252	Laura Kutt	04/18/16		2563366574	1346614	Kbase	kb|g.210587
Paenibacillus lactis 154	Paenibacillus lactis 154 (743719.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Aerobe	Saccharolytic, fermentative	Negative		1209	1548	1158	Laura Kutt	04/18/16		NA	743719	Kbase	kb|g.27495
Campylobacter lari RM2100	Campylobacter lari RM2100 (306263.1)	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Non-fermentative, asaccharolytic	Negative		509	1008	817	Laura Kutt	04/18/16		643692014	306263	Kbase	kb|g.726
Brevundimonas diminuta 470-4	Brevundimonas diminuta 470-4 (1035191.3)	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Obligate anaerobe	Respiratory	Negative		754	1293	980	Laura Kutt	04/18/16		2531839707	1035191	Kbase	kb|g.29103
Brevibacillus borstelensis AK1	Brevibacillus borstelensis AK1 (1300222.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1194	1538	1141	Laura Kutt	04/18/16		2545824688	1300222	ModelSEED	kb|g.31926
Bacteroides clarus YIT 12056	Bacteroides clarus YIT 12056 (762984.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	774	1214	987	chenry	04/15/16		651324010	762984	Kbase	kb|g.3280
Corynebacterium striatum ATCC 6940	Corynebacterium striatum ATCC 6940 (525268.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Pathogen	725	1249	996	chenry	04/15/16		NA	525268	ModelSEED	kb|g.1991
Clostridium botulinum A str. ATCC 3502		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic, fermentative	Positive		756	1343	1015	Laura Kutt	04/18/16		640427109	413999	ModelSEED	kb|g.1398
Bacillus mojavensis RO-H-1 = KCTC3706	Bacillus mojavensis RO-H-1 (1051501.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1169	1723	1210	Laura Kutt	04/17/16		NA	1051501	Kbase	kb|g.206745
Granulicatella elegans ATCC 700633	Granulicatella elegans ATCC 700633 (626369.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	523	1027	809	Laura Kutt	04/18/16		647533172	626369	ModelSEED	kb|g.2649
Alistipes indistinctus YIT 12060	Alistipes indistinctus YIT 12060 (742725.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate anaerobe	Saccharolytic, fermentative	Negative		675	1208	985	Laura Kutt	04/17/16		2513237277	742725	ModelSEED	kb|g.27472
Weissella cibaria KACC 11862	Weissella cibaria KACC 11862 (911104.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative anaerobe	Fermentative, respiratory	Negative		640	1088	868	Laura Kutt	04/18/16		651324108	911104	ModelSEED	kb|g.28337
Blautia wexlerae DSM 19850		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive		855	1248	1007	Laura Kutt	04/18/16		NA	1121115	Kbase	kb|g.207068
Eubacterium cellulosolvens 6	Eubacterium cellulosolvens 6 (633697.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	666	1195	966	Laura Kutt	04/18/16		NA	633697	Kbase	kb|g.2673
